"","LS_K2","LS_K4","LS_K5","LS_K7","NL_K1","NL_K3","NL_K6","Normal_410","Normal_N19","Normal_N1","Normal_N20","Normal_N2","Normal_N3"
"ENSG00000156860",1943,2420,2395,2448,3524,4269,4228,6932,5730,5565,2584,5369,5173
"ENSG00000252074",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222287",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005844",432,365,706,503,208,228,248,130,244,308,230,309,151
"ENSG00000260545",0,2,3,1,1,3,3,0,0,0,0,0,2
"ENSG00000260927",13,17,25,13,8,20,29,1,11,7,14,15,20
"ENSG00000070770",2720,2803,3000,3982,4031,5612,5684,5185,8394,4658,4507,4952,5615
"ENSG00000260867",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240863",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103023",0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000179958",639,897,717,763,983,931,989,890,1007,1429,773,1112,982
"ENSG00000261181",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261362",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103222",981,1129,1542,1462,724,1735,1097,1010,1170,1159,1366,1152,1134
"ENSG00000102924",2,2,9,25,69,87,2,56,18,172,14,74,83
"ENSG00000280189",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166152",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263110",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261623",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000102935",283,341,738,662,291,467,386,492,592,884,456,822,1460
"ENSG00000260089",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260024",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280131",1,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000259978",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275155",28,35,17,13,1,8,9,2,10,8,12,11,7
"ENSG00000279842",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261751",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244551",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283365",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121281",1655,1057,3017,2476,685,1700,1329,1341,1415,1035,1443,1064,1764
"ENSG00000274969",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121274",139,179,306,301,164,369,323,346,329,249,321,281,284
"ENSG00000179776",1490,1556,1986,1946,952,1308,1637,1104,1438,1952,1448,1384,1234
"ENSG00000260146",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260755",1,0,1,0,0,0,0,0,1,2,1,2,0
"ENSG00000261519",1,0,1,0,2,0,0,0,0,1,0,0,0
"ENSG00000275745",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217555",76,104,86,81,40,64,53,28,46,64,57,77,27
"ENSG00000254788",0,1,2,6,0,0,1,0,2,0,0,3,0
"ENSG00000277978",2,7,1,0,4,12,12,6,6,7,5,15,0
"ENSG00000140932",9,11,15,5,1,5,8,0,4,1,1,5,0
"ENSG00000260650",1,0,1,3,0,1,2,0,0,1,0,2,0
"ENSG00000140931",3868,3190,4042,3216,1262,1125,857,1166,1334,2527,1296,1774,1894
"ENSG00000183723",1029,795,1448,1357,851,1548,1355,1603,1010,1086,1050,1065,1235
"ENSG00000260465",10,12,9,10,7,10,13,0,3,3,7,6,19
"ENSG00000287965",2,1,0,0,4,5,10,1,7,0,3,2,0
"ENSG00000260558",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188603",24,31,39,40,35,76,47,29,36,42,45,54,67
"ENSG00000166780",684,713,832,799,689,764,504,678,744,993,684,862,904
"ENSG00000133392",355,578,1163,582,7539,15349,4050,7861,2926,16401,2898,22737,10945
"ENSG00000176046",720,1008,398,535,706,1187,877,485,792,829,629,1222,650
"ENSG00000197165",9,0,11,4,15,13,4,16,6,24,9,22,0
"ENSG00000261656",2,0,2,3,3,9,3,0,6,3,4,8,3
"ENSG00000260851",0,0,0,0,0,1,0,0,2,0,1,3,3
"ENSG00000166548",1108,1210,1421,1338,1039,1343,996,1214,1531,1880,1072,1395,1392
"ENSG00000167977",670,633,843,830,909,1174,938,1610,1223,1352,812,1373,1316
"ENSG00000279901",0,2,2,0,1,1,1,6,0,0,0,3,0
"ENSG00000172382",133,236,199,207,169,368,147,149,121,184,74,189,94
"ENSG00000205913",40,30,32,61,34,63,65,51,41,67,53,46,42
"ENSG00000276791",10,34,15,27,21,57,33,4,59,41,24,8,38
"ENSG00000221719",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007038",4,0,3,2,16,10,22,4,27,8,47,16,17
"ENSG00000262154",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000005001",111,300,189,257,202,801,287,320,127,246,118,188,78
"ENSG00000263325",0,1,3,3,1,2,1,0,0,0,0,1,0
"ENSG00000153446",3,57,39,8,34,92,45,64,43,114,25,133,155
"ENSG00000140995",1572,1928,1963,1895,1812,2821,2454,2598,3272,2953,1940,2601,2500
"ENSG00000103168",1557,2378,1729,1607,1670,3457,3011,1571,2709,1477,2053,2221,2265
"ENSG00000011638",1338,1766,1162,1904,2780,3035,2834,2653,3285,3221,2697,2934,2702
"ENSG00000162066",958,1474,806,913,828,1149,829,775,952,1012,479,917,1011
"ENSG00000099364",550,508,631,656,728,801,712,937,1318,897,400,763,1153
"ENSG00000099385",2328,2490,1628,1436,2373,1379,1530,2051,2046,2894,1316,2705,2140
"ENSG00000103549",2890,2390,2982,2792,3107,3389,3044,4629,4098,4323,2102,4203,4347
"ENSG00000153066",1109,1159,1137,999,753,1139,1072,1328,1167,1355,854,1376,1214
"ENSG00000153406",1126,1543,967,1088,1441,1465,1271,1190,1317,1434,807,1399,1204
"ENSG00000103253",94,142,68,61,74,125,77,113,78,116,64,128,64
"ENSG00000089505",13,3,23,17,0,13,3,7,10,0,5,7,0
"ENSG00000260084",0,0,1,0,0,1,0,1,0,0,0,0,0
"ENSG00000275383",2,2,1,0,6,6,7,1,3,1,5,5,4
"ENSG00000252040",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252640",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000062038",798,1436,2298,2738,1418,2172,1657,1811,1402,1825,1398,1794,2105
"ENSG00000260577",26,52,8,17,31,40,29,34,48,42,25,23,35
"ENSG00000260860",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261395",0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000039068",3853,4469,4970,9006,5532,9521,10949,11893,9001,9226,9169,10412,10854
"ENSG00000200558",2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260798",0,1,7,4,0,1,4,0,1,2,1,5,12
"ENSG00000260459",7,5,2,8,12,12,4,12,13,31,13,5,5
"ENSG00000199979",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277211",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263253",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227624",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169347",0,2,0,0,0,0,0,1,0,0,8,0,0
"ENSG00000169344",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169340",1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000263237",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183549",48,51,54,40,62,105,115,42,62,154,73,83,42
"ENSG00000262995",0,0,0,0,0,1,0,0,2,0,0,2,0
"ENSG00000183747",1,1,0,1,0,1,4,2,1,3,0,1,0
"ENSG00000280306",0,0,0,0,0,0,4,0,0,0,0,0,0
"ENSG00000008516",69,73,85,55,88,63,108,74,122,81,56,118,45
"ENSG00000167194",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212379",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261078",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252271",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276131",7,8,5,18,16,15,14,11,18,20,12,11,22
"ENSG00000260186",4,16,2,5,3,42,8,23,18,11,10,11,2
"ENSG00000200556",0,0,0,0,0,1,0,3,1,0,0,2,0
"ENSG00000103037",383,461,467,564,324,984,824,563,703,388,903,494,462
"ENSG00000125107",2789,3070,3308,3906,2220,4223,3936,4053,4336,2780,3723,2931,3851
"ENSG00000276259",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207493",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206952",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281910",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260865",0,3,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000103042",696,829,1070,930,497,903,649,589,806,749,549,726,697
"ENSG00000279889",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000125166",1404,1561,1678,1754,2353,3073,2886,3554,2897,3575,2319,3680,2943
"ENSG00000200424",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244003",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260451",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242423",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103479",1085,893,2011,2237,866,2301,2105,2302,2249,1222,2171,1640,1983
"ENSG00000103494",305,233,520,399,82,147,119,106,169,112,169,149,134
"ENSG00000258947",41,29,58,40,14,16,13,15,26,33,15,7,27
"ENSG00000065457",357,350,613,643,320,610,503,484,588,556,692,511,499
"ENSG00000070729",2,1,3,1,0,5,2,0,0,4,8,0,0
"ENSG00000229917",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000274038",5,1,0,1,14,7,1,1,2,8,5,3,8
"ENSG00000262020",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159579",755,608,1262,1184,341,856,684,705,781,446,790,527,662
"ENSG00000189067",2156,2757,2974,3513,4071,5137,5694,6266,5351,5140,4187,5498,4191
"ENSG00000183454",17,45,50,124,19,80,120,76,42,49,71,71,61
"ENSG00000260468",4,5,1,3,13,2,5,6,10,6,6,13,2
"ENSG00000213853",6293,5391,5136,9788,13579,10811,16584,14558,11182,14720,12631,16036,16765
"ENSG00000256013",3,0,2,2,2,13,13,0,1,3,4,16,14
"ENSG00000260310",0,4,1,0,3,10,4,7,3,26,14,13,35
"ENSG00000234186",0,0,0,0,0,1,1,0,1,0,2,1,0
"ENSG00000166188",250,244,344,347,307,380,333,536,461,591,273,473,563
"ENSG00000229809",404,503,335,298,438,354,300,369,406,492,249,442,347
"ENSG00000166451",99,122,158,174,94,188,196,149,175,132,195,118,213
"ENSG00000205423",264,263,424,395,325,541,417,427,510,346,604,393,354
"ENSG00000205730",1664,1762,2332,2853,1416,1838,1349,1511,1756,1635,1519,1447,1799
"ENSG00000126856",2,0,0,0,0,2,0,0,0,0,2,0,0
"ENSG00000196155",1285,1575,2319,1675,434,1451,978,667,853,619,768,816,796
"ENSG00000090581",1574,2624,1666,1641,1595,2418,1833,1797,1730,2417,1572,2494,2096
"ENSG00000066813",1,1,0,2,1,1,1,0,0,1,5,2,0
"ENSG00000260201",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000260762",2,0,0,1,0,1,0,0,0,0,0,1,0
"ENSG00000005187",72,72,114,94,43,404,60,311,61,82,172,58,69
"ENSG00000275315",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274730",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000066654",681,586,1075,1015,529,1142,1080,1054,946,577,1214,748,863
"ENSG00000283399",1,2,0,0,0,0,0,0,1,0,1,0,0
"ENSG00000285303",0,0,2,0,0,1,0,0,0,1,0,0,0
"ENSG00000260510",0,0,1,0,0,0,0,0,0,0,2,0,0
"ENSG00000200893",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005189",111,114,73,86,89,135,99,111,110,104,187,126,141
"ENSG00000275908",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166743",37,26,17,17,58,68,46,64,70,79,67,67,43
"ENSG00000279357",8,8,5,7,8,8,11,0,5,0,6,6,0
"ENSG00000183044",45,102,180,120,43,240,189,168,134,130,230,110,163
"ENSG00000243954",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238417",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260764",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184857",222,338,219,240,352,444,314,312,364,295,273,269,204
"ENSG00000260350",3,0,2,6,0,3,3,1,0,2,3,4,17
"ENSG00000153048",1222,1770,1718,1485,1478,1323,1325,1473,1513,2024,1231,1974,2048
"ENSG00000261481",0,0,1,0,0,0,0,0,0,1,0,1,0
"ENSG00000260979",2,3,3,0,3,8,2,3,4,1,6,2,0
"ENSG00000288715",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261692",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000287351",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000252887",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270832",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000086504",1076,1394,860,756,1702,1165,1061,1585,1425,2339,942,1768,1579
"ENSG00000129925",851,783,949,663,541,823,533,589,715,867,323,676,606
"ENSG00000236829",1,4,5,5,4,8,6,9,1,15,13,10,2
"ENSG00000103202",2852,2634,2998,2497,1202,1228,1164,1307,1192,2882,1025,1956,1416
"ENSG00000242612",325,547,283,306,355,481,375,513,405,549,225,534,368
"ENSG00000276984",0,4,1,1,1,0,3,0,1,1,0,2,0
"ENSG00000125144",82,157,7,24,274,336,89,225,141,282,178,188,140
"ENSG00000262120",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260734",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262008",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000261611",0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000247324",0,1,4,0,2,4,2,0,0,0,1,0,0
"ENSG00000157429",59,75,84,94,58,96,86,28,78,50,69,31,36
"ENSG00000260520",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140835",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000260015",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252339",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260886",1,2,2,0,0,1,4,2,4,3,7,1,0
"ENSG00000198650",0,0,1,2,0,1,0,0,1,2,0,2,0
"ENSG00000260593",1,2,3,0,1,1,1,0,1,3,2,0,0
"ENSG00000140832",35,95,83,139,112,271,234,175,142,139,192,176,92
"ENSG00000040199",169,179,248,182,115,249,213,167,154,116,220,164,158
"ENSG00000260185",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199301",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263666",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261513",0,0,0,0,0,1,0,1,0,2,0,0,0
"ENSG00000260612",0,0,1,0,0,1,2,2,0,0,0,0,0
"ENSG00000166747",1744,1565,2175,2348,1315,2852,2497,2106,2136,1374,2712,1663,1860
"ENSG00000223224",0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000283057",0,1,0,0,0,1,2,0,1,0,0,1,0
"ENSG00000262140",0,2,5,3,0,7,3,0,5,1,4,4,0
"ENSG00000279592",0,3,2,2,5,10,1,0,1,8,4,4,12
"ENSG00000260326",0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000260258",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260939",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261291",0,0,0,1,0,1,0,0,0,0,1,0,0
"ENSG00000280227",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261056",0,1,0,0,1,1,0,0,1,0,0,0,0
"ENSG00000279589",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000238645",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202193",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103546",25,109,104,113,81,208,188,74,105,86,61,41,78
"ENSG00000278928",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260765",0,1,0,0,0,3,2,0,0,0,0,0,0
"ENSG00000261330",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261540",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166509",0,2,11,34,0,0,0,0,0,1,0,0,0
"ENSG00000260731",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261776",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186153",280,334,261,363,310,465,329,574,544,492,339,314,258
"ENSG00000276007",27,63,27,50,35,93,70,36,53,37,81,34,22
"ENSG00000279991",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260969",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287106",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260014",1,0,0,0,0,0,0,1,2,0,0,0,0
"ENSG00000260733",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279887",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261837",1,0,0,1,0,0,0,1,1,0,0,0,0
"ENSG00000279129",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286894",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243101",2,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000280115",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280190",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260816",44,55,24,43,100,30,48,31,18,92,25,74,32
"ENSG00000279732",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261537",0,1,1,0,2,1,0,1,1,0,0,1,0
"ENSG00000280274",1,5,3,0,4,3,3,8,2,2,1,7,12
"ENSG00000260694",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260479",0,0,0,1,0,0,0,0,0,0,3,0,0
"ENSG00000260511",0,3,0,1,0,1,0,0,1,0,0,0,0
"ENSG00000277954",31,34,37,33,18,47,20,65,80,64,48,40,131
"ENSG00000285918",0,1,0,4,0,0,0,6,2,5,6,5,0
"ENSG00000261722",0,0,0,1,0,0,0,5,4,5,1,1,3
"ENSG00000222244",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261472",10,2,9,6,1,5,4,6,8,4,1,7,0
"ENSG00000175595",129,123,210,191,103,204,191,224,193,140,213,140,122
"ENSG00000242307",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262732",1,1,0,3,0,2,1,0,0,0,0,0,0
"ENSG00000263234",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261856",0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000276564",12,10,9,11,6,14,14,4,17,6,3,11,3
"ENSG00000262529",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262470",0,0,1,0,0,1,0,1,0,0,0,0,0
"ENSG00000091262",2,5,30,9,30,54,94,76,23,107,25,81,14
"ENSG00000118898",9557,7065,6249,12353,16317,21883,23504,26190,28086,20463,13954,25900,27511
"ENSG00000103184",59,62,28,78,118,123,165,135,121,128,109,89,174
"ENSG00000267072",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000033011",696,716,854,773,630,591,544,664,623,822,524,705,680
"ENSG00000162004",16,49,16,14,14,32,20,14,16,7,19,15,4
"ENSG00000134398",1,5,21,2,74,112,52,168,14,54,16,98,30
"ENSG00000261583",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279756",3,6,0,3,17,14,5,5,18,13,2,6,11
"ENSG00000166869",2465,3167,905,2018,4830,5900,4544,5272,6396,4183,4365,4935,5472
"ENSG00000166501",272,386,329,373,372,639,457,412,520,410,404,477,401
"ENSG00000279276",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279202",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274466",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279554",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260264",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006116",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201541",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239081",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260072",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000122257",537,834,770,749,580,1801,1330,956,1135,579,1303,1242,1182
"ENSG00000261392",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182831",820,889,1293,1338,797,1241,1062,1215,1180,1263,1184,1070,1250
"ENSG00000263244",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260349",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220793",3,5,4,1,3,1,1,3,4,3,3,3,0
"ENSG00000140650",1481,1382,1819,1675,778,1258,1216,936,1157,1172,1102,1135,930
"ENSG00000167005",523,424,757,709,644,1083,1046,935,1067,886,891,972,890
"ENSG00000288725",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000125124",363,489,480,553,310,1018,716,693,738,330,888,534,718
"ENSG00000224470",1062,748,1352,1842,837,1769,1445,2457,1789,2204,2132,2231,3082
"ENSG00000182149",4017,4024,4314,4661,3725,5723,4866,4591,4919,3921,4792,4531,4553
"ENSG00000102984",430,419,296,319,402,393,321,374,379,463,364,468,400
"ENSG00000261765",0,0,3,0,0,0,1,0,0,0,0,0,0
"ENSG00000242176",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263311",0,0,0,0,0,1,0,0,0,0,1,0,2
"ENSG00000263232",1,4,3,1,0,3,4,1,1,1,6,0,0
"ENSG00000102967",182,295,243,269,260,421,347,335,399,396,237,340,318
"ENSG00000140830",254,415,344,333,243,513,336,255,296,272,427,259,210
"ENSG00000260252",0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000140829",1850,2070,1959,2133,1696,3370,2654,2567,3010,2602,2293,3145,3188
"ENSG00000166589",0,0,1,0,1,1,0,0,1,1,1,2,0
"ENSG00000166592",90,183,76,41,108,100,81,190,166,274,74,192,102
"ENSG00000166595",837,1117,923,746,1162,956,779,762,997,1141,704,1082,813
"ENSG00000172831",1499,1432,1609,2274,2234,2743,2791,2987,2732,3021,1938,2542,2651
"ENSG00000265408",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000280416",1,1,0,4,0,3,2,0,1,0,3,0,0
"ENSG00000172828",23,19,32,23,65,184,63,106,42,91,76,81,29
"ENSG00000280334",0,2,0,0,0,8,9,0,2,1,0,1,0
"ENSG00000265918",1,0,0,0,0,3,7,2,3,0,2,2,2
"ENSG00000067955",834,649,1301,1091,567,1045,969,956,1013,805,975,895,731
"ENSG00000102878",654,1712,1008,1103,595,1723,1563,477,761,405,740,762,558
"ENSG00000099381",1101,957,1005,1109,1377,1391,1440,2650,1780,2418,993,2724,2494
"ENSG00000103024",600,1185,456,373,593,706,512,619,607,858,280,801,644
"ENSG00000285043",14,7,13,6,15,14,12,25,28,33,14,11,31
"ENSG00000159648",2,13,6,5,9,25,10,9,23,26,40,27,15
"ENSG00000185338",70,87,52,45,95,45,42,86,52,119,59,90,119
"ENSG00000213918",172,319,312,197,136,445,250,154,396,208,297,177,283
"ENSG00000168488",2380,2926,3363,3193,2659,4890,4192,4622,4656,3756,3011,4141,4112
"ENSG00000197774",391,625,458,559,401,1089,873,505,1088,619,612,716,760
"ENSG00000167523",142,216,142,141,134,200,132,114,177,137,152,169,151
"ENSG00000168418",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103404",343,286,378,342,251,436,425,393,341,309,480,537,327
"ENSG00000205832",18,8,6,22,8,24,21,26,32,18,9,19,11
"ENSG00000277481",2,7,5,7,0,3,1,3,2,0,0,6,0
"ENSG00000008517",682,1104,676,618,766,547,419,319,459,1212,542,880,641
"ENSG00000261284",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259874",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185947",165,135,335,268,78,234,219,134,177,101,229,152,111
"ENSG00000259950",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261289",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197476",1,1,2,1,7,0,0,0,0,0,0,0,0
"ENSG00000260218",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261727",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261704",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223931",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260048",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270472",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260584",1,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000286473",5,2,14,5,0,0,3,0,0,0,0,0,0
"ENSG00000279997",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260847",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260649",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260540",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260344",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260575",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260402",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000103355",0,0,0,0,1,0,2,1,1,0,0,0,0
"ENSG00000177200",469,574,1155,913,334,1087,880,691,838,433,885,460,599
"ENSG00000135702",5,2,2,2,7,12,4,1,7,5,2,7,5
"ENSG00000174938",160,344,1011,108,113,106,71,211,94,213,80,134,124
"ENSG00000259803",13,19,11,14,15,237,60,171,32,51,80,35,22
"ENSG00000255524",0,0,0,0,0,0,0,1,0,0,0,0,5
"ENSG00000180209",8,8,10,21,14,30,14,13,5,16,23,27,2
"ENSG00000180917",310,274,708,644,234,667,523,548,484,324,560,307,357
"ENSG00000261260",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172137",147,96,229,118,289,402,331,297,289,1490,382,353,238
"ENSG00000261348",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167377",12,4,13,15,2,20,13,9,8,3,24,12,16
"ENSG00000222375",0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000185905",61,83,104,68,173,66,57,16,77,84,57,87,70
"ENSG00000260719",0,3,5,1,0,0,2,0,0,1,3,3,0
"ENSG00000174992",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275857",1,10,6,1,1,5,2,0,4,2,2,2,5
"ENSG00000259952",2,2,11,8,7,6,6,1,4,8,4,12,17
"ENSG00000238045",67,97,72,77,36,69,62,25,39,61,57,59,73
"ENSG00000280607",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167371",105,153,141,95,68,172,116,80,137,47,106,73,37
"ENSG00000280893",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280789",287,289,282,244,329,331,263,391,360,340,207,301,268
"ENSG00000281348",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013364",6164,7254,5825,5260,4979,4587,3820,5137,3962,7317,2346,5882,5652
